tanggal_scraping,bandara_asal,bandara_tujuan,tanggal_terbang,kelas,jam_berangkat,jam_tiba,tanggal_tiba,durasi_menit,transit,bagasi_kg,cabin_baggage_kg,meal,entertainment,usb,power,model_pesawat,seat_layout,seat_pitch_inch,seat_type,harga_idr,refundable,reschedulable,visa_required,wifi_status,maskapai_final,selisih_hari,hari_penerbangan,waktu_berangkat_kategori,waktu_tiba_kategori,jarak_km,is_transit,jumlah_fasilitas,harga_idr_log,harga_idr_scaled
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,17:00,17:40,2026-05-25,360,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2903145,True,True,False,no_wifi,QG,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.881305534542678,-0.47594884412941063
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,11:45,12:20,2026-05-25,465,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2914800,True,True,False,no_wifi,JT,5,0,MORNING,AFTERNOON,790.5967515530782,1,0,14.885312107854917,-0.47015738588636075
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,10:00,10:40,2026-05-25,570,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2915220,True,True,False,no_wifi,QG,5,0,MORNING,MORNING,790.5967515530782,1,0,14.885456189644223,-0.4699491172235101
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,07:45,08:20,2026-05-25,350,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2959845,True,True,False,no_wifi,JT,5,0,MORNING,MORNING,790.5967515530782,1,0,14.900647797919763,-0.44798981232228663
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,07:45,08:20,2026-05-25,915,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2960370,True,True,False,no_wifi,JT,5,0,MORNING,MORNING,790.5967515530782,1,0,14.90082515628395,-0.44773344273156745
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,13:35,14:10,2026-05-25,355,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,2972445,True,True,False,no_wifi,JT,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.904895740855569,-0.44184945690774236
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,13:35,14:10,2026-05-25,385,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3124590,True,True,False,no_wifi,JT,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.954813952587104,-0.36969322356794754
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,11:45,12:20,2026-05-25,430,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3127845,True,True,False,no_wifi,JT,5,0,MORNING,AFTERNOON,790.5967515530782,1,0,14.955855146698795,-0.36818818877865567
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,13:35,14:10,2026-05-25,445,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3139605,True,True,False,no_wifi,JT,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.959607872304444,-0.3627636646406974
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,10:00,10:40,2026-05-25,360,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,3176985,True,True,False,no_wifi,QG,5,0,MORNING,MORNING,790.5967515530782,1,0,14.971443506568981,-0.34565538375296456
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,13:35,14:10,2026-05-25,320,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3185490,True,True,False,no_wifi,JT,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.974116995232539,-0.341790884902797
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,17:15,17:50,2026-05-25,345,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,3193365,True,True,False,no_wifi,JT,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.976586090871706,-0.33822183395128874
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,11:45,12:20,2026-05-25,450,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3201252,True,True,False,no_wifi,JT,5,0,MORNING,AFTERNOON,790.5967515530782,1,0,14.979052853629366,-0.33465615515468294
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,07:45,08:20,2026-05-25,445,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3221610,True,True,False,no_wifi,JT,5,0,MORNING,MORNING,790.5967515530782,1,0,14.985392102965998,-0.32549283903284
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,07:45,08:20,2026-05-25,370,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3221610,True,True,False,no_wifi,JT,5,0,MORNING,MORNING,790.5967515530782,1,0,14.985392102965998,-0.32549283903284
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,07:45,08:20,2026-05-25,300,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3221610,True,True,False,no_wifi,JT,5,0,MORNING,MORNING,790.5967515530782,1,0,14.985392102965998,-0.32549283903284
2026-05-20,UPG,SUB,2026-05-25,ECONOMY,13:35,14:10,2026-05-25,425,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3222165,True,True,False,no_wifi,JT,5,0,AFTERNOON,AFTERNOON,790.5967515530782,1,0,14.985564362186444,-0.32524384019906066
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,19:50,21:25,2026-05-25,155,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,3766998,False,True,False,no_wifi,GA,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.14178922121091,-0.09942250184922255
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,14:00,15:25,2026-05-25,145,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,RECLINER_SEAT,5283261,False,True,False,no_wifi,GA,5,0,AFTERNOON,AFTERNOON,1432.0315792642907,0,3,15.48005426795102,0.389535952322655
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,11:15,12:45,2026-05-25,150,0,30,7,True,True,False,True,Boeing 737,3-3,31.0,STANDARD_LEGROOM,3766998,False,True,False,no_wifi,GA,5,0,MORNING,AFTERNOON,1432.0315792642907,0,3,15.14178922121091,-0.09942250184922255
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,07:15,08:45,2026-05-25,150,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,RECLINER_SEAT,3766998,False,True,False,no_wifi,GA,5,0,MORNING,MORNING,1432.0315792642907,0,3,15.14178922121091,-0.09942250184922255
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,21:05,22:20,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,20:25,21:40,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,18:35,19:55,2026-05-25,140,0,30,7,True,True,True,False,Boeing 737,2-2,45.0,CRADLE_RECLINER,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,18:00,19:15,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,16:50,18:05,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,AFTERNOON,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,12:15,13:30,2026-05-25,135,0,30,7,True,True,True,False,Boeing 737,2-2,45.0,CRADLE_RECLINER,3578200,True,True,False,no_wifi,ID,5,0,AFTERNOON,AFTERNOON,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,10:05,11:20,2026-05-25,135,0,30,7,True,True,True,False,Boeing 737,2-2,45.0,CRADLE_RECLINER,3578200,True,True,False,no_wifi,ID,5,0,MORNING,MORNING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,ECONOMY,06:25,07:40,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,MORNING,MORNING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,HLP,2026-05-25,ECONOMY,10:00,16:40,2026-05-25,460,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2995000,True,True,False,no_wifi,QG,5,0,MORNING,AFTERNOON,1407.4071279447576,1,0,14.912455123421447,-0.43092245144404906
2026-05-20,UPG,HLP,2026-05-25,ECONOMY,10:00,19:50,2026-05-25,650,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2995000,True,True,False,no_wifi,QG,5,0,MORNING,EVENING,1407.4071279447576,1,0,14.912455123421447,-0.43092245144404906
2026-05-20,UPG,HLP,2026-05-25,ECONOMY,09:10,12:15,2026-05-25,245,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3195800,True,True,False,no_wifi,JT,5,0,MORNING,AFTERNOON,1407.4071279447576,1,0,14.977348318598072,-0.33712004204460955
2026-05-20,UPG,HLP,2026-05-25,ECONOMY,07:45,12:15,2026-05-25,330,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3084900,True,True,False,no_wifi,JT,5,0,MORNING,AFTERNOON,1407.4071279447576,1,0,14.942030124044955,-0.3881721089940558
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,19:50,21:25,2026-05-25,155,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,3766998,False,True,False,no_wifi,GA,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.14178922121091,-0.09942250184922255
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,14:00,15:25,2026-05-25,145,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,RECLINER_SEAT,5283261,False,True,False,no_wifi,GA,5,0,AFTERNOON,AFTERNOON,1432.0315792642907,0,3,15.48005426795102,0.389535952322655
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,11:15,12:45,2026-05-25,150,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,CRADLE_RECLINER,3766998,False,True,False,no_wifi,GA,5,0,MORNING,AFTERNOON,1432.0315792642907,0,3,15.14178922121091,-0.09942250184922255
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,07:15,08:45,2026-05-25,150,0,30,7,True,True,False,True,Boeing 737,2-2,41.0,RECLINER_SEAT,3766998,False,True,False,no_wifi,GA,5,0,MORNING,MORNING,1432.0315792642907,0,3,15.14178922121091,-0.09942250184922255
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,21:05,22:20,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,20:25,21:40,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,18:35,19:55,2026-05-25,140,0,30,7,True,True,True,False,Boeing 737,2-2,45.0,CRADLE_RECLINER,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,18:00,19:15,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,EVENING,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,16:50,18:05,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,AFTERNOON,EVENING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,12:15,13:30,2026-05-25,135,0,30,7,True,True,True,False,Boeing 737,2-2,45.0,CRADLE_RECLINER,3578200,True,True,False,no_wifi,ID,5,0,AFTERNOON,AFTERNOON,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,10:05,11:20,2026-05-25,135,0,30,7,True,True,True,False,Boeing 737,2-2,45.0,CRADLE_RECLINER,3578200,True,True,False,no_wifi,ID,5,0,MORNING,MORNING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-25,BUSINESS,06:25,07:40,2026-05-25,135,0,30,7,True,True,True,False,Airbus A320,2-2,45.0,RECLINER_SEAT,3578200,True,True,False,no_wifi,ID,5,0,MORNING,MORNING,1432.0315792642907,0,3,15.090370718107945,-0.1737473900850862
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:25,08:25,2026-05-27,1380,1,25,7,True,True,True,False,Boeing 737,3-3,30.0,STANDARD_LEGROOM,5650800,True,True,False,no_wifi,MH,6,1,MORNING,MORNING,1432.0315792642907,1,3,15.547307862985724,0.486750294101618
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:25,11:20,2026-05-27,1555,1,25,7,True,True,True,False,Boeing 737,3-3,30.0,STANDARD_LEGROOM,6437800,True,True,False,no_wifi,MH,6,1,MORNING,MORNING,1432.0315792642907,1,3,15.677697580142594,0.6752272152477591
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:25,10:15,2026-05-27,1490,1,25,7,True,True,True,False,Boeing 737,3-3,30.0,STANDARD_LEGROOM,6437800,True,True,False,no_wifi,MH,6,1,MORNING,MORNING,1432.0315792642907,1,3,15.677697580142594,0.6752272152477591
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:25,17:35,2026-05-26,490,1,25,7,True,True,True,False,Boeing 737,3-3,30.0,STANDARD_LEGROOM,6887800,True,True,False,no_wifi,MH,6,1,MORNING,AFTERNOON,1432.0315792642907,1,3,15.745262433847733,0.7728914780570229
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:25,19:05,2026-05-26,580,1,25,7,True,True,True,False,Boeing 737,3-3,30.0,STANDARD_LEGROOM,6887800,True,True,False,no_wifi,MH,6,1,MORNING,EVENING,1432.0315792642907,1,3,15.745262433847733,0.7728914780570229
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:25,15:05,2026-05-27,1780,1,25,7,True,True,True,False,Boeing 737,3-3,30.0,STANDARD_LEGROOM,6087800,True,True,False,no_wifi,MH,6,1,MORNING,AFTERNOON,1432.0315792642907,1,3,15.621797490735805,0.5944242426444054
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,07:15,08:45,2026-05-26,150,0,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2832581,True,True,False,no_wifi,GA,6,1,MORNING,MORNING,1432.0315792642907,0,2,14.856699221156349,-0.5115170030988234
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,14:00,15:25,2026-05-26,145,0,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2826660,True,True,False,no_wifi,GA,6,1,AFTERNOON,AFTERNOON,1432.0315792642907,0,2,14.854606714380985,-0.5145416989344895
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,19:50,21:25,2026-05-26,155,0,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2826660,True,True,False,no_wifi,GA,6,1,EVENING,EVENING,1432.0315792642907,0,2,14.854606714380985,-0.5145416989344895
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,11:15,12:45,2026-05-26,150,0,20,7,True,True,False,False,Boeing 737,3-3,31.0,STANDARD_LEGROOM,2814824,True,True,False,no_wifi,GA,6,1,MORNING,AFTERNOON,1432.0315792642907,0,2,14.850410650660782,-0.5206070635058795
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,13:00,14:30,2026-05-26,150,0,20,7,True,True,False,False,Boeing 737,3-3,31.0,ABOVE_AVERAGE_LEGROOM,2814824,True,True,False,no_wifi,GA,6,1,AFTERNOON,AFTERNOON,1432.0315792642907,0,2,14.850410650660782,-0.5206070635058795
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:10,11:35,2026-05-26,145,0,20,7,False,False,False,False,Airbus A320,3-3,29.0,STANDARD_LEGROOM,2057700,True,True,False,no_wifi,IP,6,1,MORNING,MORNING,1432.0315792642907,0,0,14.537099898134896,-0.9734943561979497
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,22:00,23:20,2026-05-26,140,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1835700,True,True,False,no_wifi,QG,6,1,EVENING,EVENING,1432.0315792642907,0,0,14.422936982869913,-1.138515611304476
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,17:45,19:05,2026-05-26,140,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2068700,True,True,False,no_wifi,QG,6,1,AFTERNOON,EVENING,1432.0315792642907,0,0,14.542431432026392,-0.965787681816207
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,14:20,15:40,2026-05-26,140,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2036900,True,True,False,no_wifi,QG,6,1,AFTERNOON,AFTERNOON,1432.0315792642907,0,0,14.52694009314423,-0.9881802440565922
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:45,12:05,2026-05-26,140,0,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,1848300,True,True,False,no_wifi,QG,6,1,MORNING,AFTERNOON,1432.0315792642907,0,0,14.429777396708335,-1.1286278673339905
2026-05-20,UPG,HLP,2026-05-26,ECONOMY,10:00,16:40,2026-05-26,460,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2995000,True,True,False,no_wifi,QG,6,1,MORNING,AFTERNOON,1407.4071279447576,1,0,14.912455123421447,-0.43092245144404906
2026-05-20,UPG,HLP,2026-05-26,ECONOMY,10:00,19:50,2026-05-26,650,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2995000,True,True,False,no_wifi,QG,6,1,MORNING,EVENING,1407.4071279447576,1,0,14.912455123421447,-0.43092245144404906
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,17:30,18:45,2026-05-26,135,0,15,7,True,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,1818700,True,True,False,no_wifi,SJ,6,1,AFTERNOON,EVENING,1432.0315792642907,0,1,14.413633067958253,-1.151964319342133
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,12:10,13:25,2026-05-26,135,0,15,7,True,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,1818700,True,True,False,no_wifi,SJ,6,1,AFTERNOON,AFTERNOON,1432.0315792642907,0,1,14.413633067958253,-1.151964319342133
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,03:45,05:00,2026-05-26,135,0,15,7,True,False,False,False,Boeing 737,3-3,29.0,STANDARD_LEGROOM,1885000,True,True,False,no_wifi,IN,6,1,EARLY_MORNING,EARLY_MORNING,1432.0315792642907,0,1,14.449438909368086,-1.100207364153304
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,21:05,22:20,2026-05-26,135,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2226300,False,True,False,no_wifi,ID,6,1,EVENING,EVENING,1432.0315792642907,0,2,14.615852021801997,-0.8596590160642026
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,20:25,21:40,2026-05-26,135,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2226300,False,True,False,no_wifi,ID,6,1,EVENING,EVENING,1432.0315792642907,0,2,14.615852021801997,-0.8596590160642026
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,18:35,19:55,2026-05-26,140,0,20,7,False,True,True,False,Boeing 737,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2317300,False,True,False,no_wifi,ID,6,1,EVENING,EVENING,1432.0315792642907,0,2,14.65591370434258,-0.8017502887057469
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,18:00,19:15,2026-05-26,135,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2317300,False,True,False,no_wifi,ID,6,1,EVENING,EVENING,1432.0315792642907,0,2,14.65591370434258,-0.8017502887057469
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,16:50,18:05,2026-05-26,135,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2317300,False,True,False,no_wifi,ID,6,1,AFTERNOON,EVENING,1432.0315792642907,0,2,14.65591370434258,-0.8017502887057469
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,12:15,13:30,2026-05-26,135,0,20,7,False,True,True,False,Boeing 737,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2317300,False,True,False,no_wifi,ID,6,1,AFTERNOON,AFTERNOON,1432.0315792642907,0,2,14.65591370434258,-0.8017502887057469
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,10:05,11:20,2026-05-26,135,0,20,7,False,True,True,False,Boeing 737,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2226300,False,True,False,no_wifi,ID,6,1,MORNING,MORNING,1432.0315792642907,0,2,14.615852021801997,-0.8596590160642026
2026-05-20,UPG,CGK,2026-05-26,ECONOMY,06:25,07:40,2026-05-26,135,0,20,7,False,True,True,False,Airbus A320,3-3,32.0,ABOVE_AVERAGE_LEGROOM,2226300,False,True,False,no_wifi,ID,6,1,MORNING,MORNING,1432.0315792642907,0,2,14.615852021801997,-0.8596590160642026
2026-05-20,UPG,HLP,2026-05-26,ECONOMY,09:10,12:15,2026-05-26,245,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3199900,True,True,False,no_wifi,JT,6,1,MORNING,AFTERNOON,1407.4071279447576,1,0,14.97863042979138,-0.33526676422829926
2026-05-20,UPG,HLP,2026-05-26,ECONOMY,07:45,12:15,2026-05-26,330,1,20,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3088900,True,True,False,no_wifi,JT,6,1,MORNING,AFTERNOON,1407.4071279447576,1,0,14.94332592218027,-0.38629904685160743
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,365,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2792055,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.842288799969845,-0.5323471105403773
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,445,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2863455,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.867539844886924,-0.49584699913996555
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,420,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2854320,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.864344544415317,-0.5004657712959069
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,445,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,2955120,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.899050155530539,-0.4502991870581132
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,480,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,3007200,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.9165203037673,-0.4250462773699208
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,500,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,3140445,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.959875386014524,-0.3623769764758664
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,885,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,3223395,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.985946020144254,-0.3246921577628421
2026-05-20,UPG,BPN,2026-05-26,ECONOMY,07:00,08:25,2026-05-26,815,1,15,7,False,False,False,False,Airbus A320,3-3,28.0,BELOW_AVERAGE_LEGROOM,3223395,True,True,False,no_wifi,QG,6,1,MORNING,MORNING,516.0897354785823,1,0,14.985946020144254,-0.3246921577628421
2026-05-20,UPG,SUB,2026-05-26,ECONOMY,11:45,12:20,2026-05-26,355,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3242085,True,True,False,no_wifi,JT,6,1,MORNING,AFTERNOON,790.5967515530782,1,0,14.991727507761215,-0.31633508015388967
2026-05-20,UPG,SUB,2026-05-26,ECONOMY,13:35,14:10,2026-05-26,435,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3286080,True,True,False,no_wifi,JT,6,1,AFTERNOON,AFTERNOON,790.5967515530782,1,0,15.005206227305976,-0.2968517373245431
2026-05-20,UPG,SUB,2026-05-26,ECONOMY,07:45,08:20,2026-05-26,370,1,10,7,False,False,False,False,Boeing 737,3-3,29.0,BELOW_AVERAGE_LEGROOM,3353910,True,True,False,no_wifi,JT,6,1,MORNING,MORNING,790.5967515530782,1,0,15.025637685533196,-0.2673182861816166
